ip,isp,city,countrycode,latitude,longitude
140.211.34.2,Network for Education and Research in Oregon (NERO,La Grande,US,45.323,-118.2027
121.244.147.136,Tata Communications,Gurgaon,IN,28.4667,77.0333
78.52.64.92,Telefonica Germany,Berlin,DE,52.5167,13.4
75.85.147.123,Time Warner Cable,Kahului,US,20.8802,-156.4689
57.92.120.122,Societe Internationale de Telecommunications Aeron,New Delhi,IN,28.6,77.2
125.16.180.5,Bharti Airtel,,IN,12.9833,77.5833
62.24.127.53,Kenyan Post & Telecommunications Company / Telkom,,KE,1,38
70.125.156.56,Time Warner Cable,San Antonio,US,29.5559,-98.3652
54.234.104.26,Amazon Technologies,Ashburn,US,39.018,-77.539
108.26.37.63,Verizon Internet Services,Syracuse,US,43.051,-76.1769
184.163.93.60,Videotron Ltee,Blainville,CA,45.689,-73.8671
208.87.232.180,SurfControl,,US,32.7831,-96.8067
99.226.101.80,Rogers Cable,Toronto,CA,43.6667,-79.4167
98.214.215.221,Comcast Cable,Decatur,US,39.8296,-88.9442
121.242.29.88,Tata Communications,Bengaluru,IN,12.9833,77.5833
82.245.228.13,Free SAS,Toulon,FR,43.1761,5.9267
41.6.83.196,Vodacom,Pretoria,ZA,-25.7069,28.2294
116.237.15.81,China Telecom Shanghai,Shanghai,CN,31.0456,121.3997
54.227.108.49,Amazon Technologies,Ashburn,US,39.018,-77.539
178.140.183.221,Rostelecom,Moscow,RU,55.7522,37.6156
216.241.47.34,"privateI, LLC",Boulder,US,40.0507,-105.2037
91.196.95.177,One Telecom,Odesa,UA,46.4639,30.7386
121.241.253.114,Tata Communications,,IN,20,77
98.25.10.69,Time Warner Cable,Columbia,US,34.1192,-80.863
110.49.250.68,AIS Mobile,,TH,13.75,100.4667
89.78.24.241,UPC Polska,Zabrze,PL,50.3167,18.7833
184.72.142.174,Amazon.com,Ashburn,US,39.018,-77.539
221.178.182.11,China Mobile Guangdong,Wuxi,CN,31.5689,120.2886
190.22.181.37,Movistar Chile,Santiago,CL,-33.45,-70.6667
67.170.94.243,Comcast Cable,Olympia,US,46.9778,-122.8716
221.178.182.12,China Mobile Guangdong,Wuxi,CN,31.5689,120.2886
123.255.31.8,2degrees Broadband,Christchurch,NZ,-43.5333,172.6333
45.37.44.176,Time Warner Cable,Knightdale,US,35.7912,-78.4811
85.94.126.165,Crnogorski Telekom a.d.Podgorica,Podgorica,ME,42.4411,19.2636
204.111.180.18,Shentel Service Company,Weston,US,39.0509,-80.5207
198.188.7.150,"California State University, Office of the Chancel",Glendale,US,34.1666,-118.2026
195.178.42.6,TELEKOM SRBIJA a.d.,,RS,44,21
71.202.99.188,Comcast Cable,Newark,US,37.5147,-122.0423
58.240.175.204,China Unicom Liaoning,Suzhou,CN,31.3041,120.5954
195.138.195.241,Medway Council,Chatham,GB,51.4,0.5333
60.53.71.146,TM Net,Kuala Lumpur,MY,3.1553,101.6668
200.86.143.5,VTR Banda Ancha S.A.,ConcepciÃ³n,CL,-36.8333,-73.05
201.170.117.14,"Telefonos del Noroeste, S.A. de C.V.",Tijuana,MX,32.5333,-117.0167
204.185.204.253,University of Missouri - dba the Missouri Research,Columbia,US,38.8817,-92.402
75.120.193.43,CenturyLink,Olive Branch,US,34.918,-89.8216
178.91.253.88,JSC Kazakhtelecom,Astana,KZ,51.1811,71.4278
2.29.16.250,EE High Speed Internet,Finchampstead,GB,51.35,-0.85
115.184.21.86,Reliance Communications,Delhi,IN,28.6667,77.2167
60.48.60.216,TM Net,Puchong Batu Dua Belas,MY,3.0167,101.6167
24.117.139.248,Cable One,Fargo,US,46.8543,-96.8284
109.182.58.123,Telekom Slovenije d.d.,Ptuj,SI,46.4201,15.8702
178.91.253.87,JSC Kazakhtelecom,Astana,KZ,51.1811,71.4278
113.254.147.240,Hutchison Global Communications,Kowloon,HK,22.3167,114.1833
178.91.253.85,JSC Kazakhtelecom,Astana,KZ,51.1811,71.4278
86.173.231.74,BT,Nottingham,GB,52.9063,-1.2316
68.184.84.122,Charter Communications,Roswell,US,34.0266,-84.3152
88.104.244.102,Tiscali UK Limited,Edinburgh,GB,55.9521,-3.1965
108.58.180.146,Optimum Online,New York,US,40.7528,-73.9725
64.88.211.6,"Smartcom Telephone, LLC",Weslaco,US,26.1722,-97.9812
190.48.83.234,Telefonica de Argentina,Buenos Aires,AR,-34.6033,-58.3816
208.180.90.100,Suddenlink Communications,Lake Charles,US,30.1346,-93.273
196.46.254.154,Smart Link Communication,,DZ,28,3
192.206.245.200,Carrollton-Farmers Branch Independent School Dist.,Dallas,US,32.9245,-96.8938
108.18.247.197,Verizon Fios,Gainesville,US,38.8175,-77.6308
99.127.160.114,AT&T U-verse,Chicago,US,41.9728,-87.6616
213.130.115.218,OOREDOO,Doha,QA,25.2867,51.5333
58.153.28.214,Netvigator,Sham Shui Po,HK,22.3333,114.15
50.4.217.68,WideOpenWest,Dearborn,US,42.3295,-83.1908
78.213.244.24,Free SAS,Allaire,FR,47.6375,-2.1632
82.69.81.196,Zen Internet,,GB,51.5,-0.13
79.116.132.42,RCS & RDS,TÃ¢rgoviÅte,RO,44.9333,25.45
108.91.91.81,AT&T U-verse,Little Elm,US,33.1809,-96.9177
91.82.61.195,Invitel Tavkozlesi Zrt.,,HU,47.4925,19.0514
78.241.187.94,Free SAS,Pantin,FR,48.8944,2.4093
188.49.32.124,SaudiNet,Jeddah,SA,21.5169,39.2192
75.85.140.35,Time Warner Cable,Honolulu,US,21.3267,-157.8167
54.234.67.82,Amazon Technologies,Ashburn,US,39.018,-77.539
188.80.58.182,Meo - Servicos De Comunicacoes E Multimedia S.A.,Peniche,PT,39.3575,-9.3804
5.152.205.165,Redstation Limited,London,GB,51.5144,-0.0941
146.251.102.253,Mobily,,SA,25,45
76.111.72.169,Comcast Cable,Woodbridge,US,38.678,-77.3197
216.48.138.129,Southwest Ohio Computer Association,Hamilton,US,39.4285,-84.6487
112.123.169.81,China Unicom Liaoning,Hefei,CN,31.8639,117.2808
174.23.114.33,CenturyLink,Riverton,US,40.4774,-112.0082
50.17.138.170,Amazon.com,Ashburn,US,39.018,-77.539
50.116.55.212,Linode,Absecon,US,39.4899,-74.4773
68.186.90.59,Charter Communications,Ellensburg,US,46.979,-120.4703
194.199.117.209,Commissariat a l'Energie Atomique,Villeurbanne,FR,45.7667,4.8833
98.174.254.188,Cox Communications,Phoenix,US,33.8366,-112.1189
76.191.27.116,Volo Broadband,Champaign,US,40.1125,-88.2426
108.28.251.8,Verizon Fios,Silver Spring,US,39.1222,-76.9943
96.249.8.153,Verizon Internet Services,Greenwich,US,43.0898,-73.5003
216.228.251.228,Brigham Young University Hawaii,La'ie,US,21.6266,-157.9423
221.178.182.79,China Mobile Guangdong,Wuxi,CN,31.5689,120.2886
107.20.142.111,Amazon.com,Ashburn,US,39.018,-77.539
74.166.253.118,AT&T Internet Services,Pompano Beach,US,26.2977,-80.1776
146.198.102.154,PlusNet Technologies Ltd,London,GB,51.5144,-0.0941
69.126.59.54,Optimum Online,Brooklyn,US,40.676,-73.9629
67.161.127.164,Comcast Cable,Seattle,US,47.6355,-122.3235
38.117.84.199,Cogent Communications,Oshawa,CA,43.8852,-78.8771
119.224.63.74,CallPlus Services Limited,,NZ,-41,174
5.198.8.22,Kcom,Hull,GB,53.7167,-0.3333
176.253.149.135,Sky Broadband,Brierley Hill,GB,52.4817,-2.1214
24.69.74.10,Shaw Communications,Victoria,CA,48.42,-123.3047
104.229.87.141,Time Warner Cable,,US,37.751,-97.822
50.206.99.3,Comcast Cable,Crystal Lake,US,42.2343,-88.3068
64.107.146.100,Illinois Century Network,Chicago,US,41.85,-87.65
79.116.25.197,RCS & RDS,Lugoj,RO,45.6886,21.9031
67.160.186.85,Comcast Cable,Portland,US,45.6103,-122.7455
163.6.1.215,Utah Education Network,Layton,US,41.0713,-111.9874
99.172.72.57,AT&T U-verse,Miami,US,25.7086,-80.4063
99.8.236.114,AT&T U-verse,Houston,US,29.9214,-95.6094
180.53.121.81,Open Computer Network,,JP,35.69,139.69
85.201.113.217,VOO,Virton,BE,49.5667,5.5333
68.229.178.170,Cox Communications,Bellevue,US,41.1105,-95.934
74.192.240.159,Suddenlink Communications,Tyler,US,32.318,-95.2921
216.12.45.65,LUMOS Networks,Staunton,US,38.1361,-79.0623
27.252.94.3,Vodafone New Zealand,Auckland,NZ,-36.8667,174.7667
205.188.116.8,America Online,,US,37.751,-97.822
76.28.136.46,Comcast Cable,Tacoma,US,47.2843,-122.3891
91.207.4.210,PP Andrey Kiselev,,PL,52.2333,21.0167
152.26.230.50,North Carolina Research and Education Network,Fayetteville,US,34.9339,-78.8226
69.17.145.170,Rogers Cable,Peterborough,CA,44.3483,-78.3383
54.224.75.250,Amazon Technologies,Ashburn,US,39.018,-77.539
99.117.110.145,AT&T U-verse,Delray Beach,US,26.4574,-80.0783
174.126.244.49,Cable One,Duncan,US,34.4926,-97.8523
108.0.8.42,Verizon Fios,Murrieta,US,33.5789,-117.1412
99.10.231.56,AT&T U-verse,Roswell,US,34.0266,-84.3152
67.160.115.243,Comcast Cable,Lake Stevens,US,48.0431,-122.059
219.88.167.200,Spark New Zealand,Wellington,NZ,-41.2829,174.7842
66.249.83.206,Google,Mountain View,US,37.4192,-122.0574
31.55.145.33,BT,Sittingbourne,GB,51.345,0.7385
98.206.243.248,Comcast Cable,Joliet,US,41.55,-88.1248
204.184.214.68,University of Missouri - dba the Missouri Research,Columbia,US,38.8817,-92.402
66.249.83.209,Google,Mountain View,US,37.4192,-122.0574
71.7.18.74,Windstream Communications,Watkins,US,41.9127,-91.9887
205.211.112.130,Simcoe County District School Board,Barrie,CA,44.3572,-79.6929
54.227.62.165,Amazon Technologies,Ashburn,US,39.018,-77.539
173.17.191.251,Mediacom Cable,Lena,US,42.3859,-89.8283
91.153.157.48,Elisa Oyj,Helsinki,FI,60.1756,24.9342
54.89.83.121,Amazon Technologies,Ashburn,US,39.018,-77.539
178.82.113.104,Cablecom GmbH,Neuchatel,CH,47.0009,6.9274
212.72.17.29,General Telecommunication Organization,,OM,21,57
69.255.131.35,Comcast Cable,Frederick,US,39.4822,-77.4576
75.180.28.173,Time Warner Cable,Columbus,US,39.9583,-82.9622
58.7.98.56,iiNet Limited,Thornlie,AU,-32.06,115.955
203.26.177.2,,,AU,-33.8615,151.2055
194.51.85.2,Orange,Wasquehal,FR,50.6704,3.1338
84.253.221.219,DNA Oy,,FI,60.1708,24.9375
115.161.209.137,Qrix,Suwon-si,KR,37.2911,127.0089
89.69.108.11,UPC Polska,Krakow,PL,50.0833,19.9167
77.97.9.195,Virgin Media,Larbert,GB,56.0167,-3.8333
203.234.195.86,Korea Telecom,Seoul,KR,37.5985,126.9783
50.9.50.242,Clear Wireless,Chicago,US,41.85,-87.65
169.139.115.67,Broward County Public Schools,Cape Coral,US,26.6963,-81.9429
83.6.27.104,Neostrada Plus,Warsaw,PL,52.25,21
66.102.9.104,Google,Mountain View,US,37.4192,-122.0574
174.88.30.9,Bell Canada,Markham,CA,43.8479,-79.3288
81.0.157.129,Broadnet,Drammen,NO,59.7425,10.2117
202.232.11.178,Internet Initiative Japan,Yokohama,JP,35.4478,139.6425
108.239.169.181,AT&T U-verse,Youngstown,US,41.092,-80.6416
89.154.106.34,"Nos Comunicacoes, S.A.",Porto,PT,41.1496,-8.611
107.2.79.162,Comcast Cable,Plymouth,US,45.04,-93.4853
70.52.238.31,Bell Canada,Markham,CA,43.8479,-79.3288
205.209.241.137,NTS Communications,Lubbock,US,33.443,-101.8437
82.30.14.103,Virgin Media,Gosport,GB,50.8,-1.1333
193.62.43.222,Jisc Services Limited,Fochabers,GB,57.6167,-3.0833
71.88.220.1,Charter Communications,Johnson City,US,36.3198,-82.3202
54.221.66.4,Amazon Technologies,Ashburn,US,39.018,-77.539
88.200.114.130,ARNES,,SI,46,15
96.238.93.48,Verizon Fios,Newport News,US,37.1526,-76.546
141.91.211.147,DATAPORT - Anstalt des oeffentlichen Rechts,Hamburg,DE,53.55,10
211.150.65.29,China Network Information Center,Chaoyang,CN,41.5703,120.4586
99.252.4.65,Rogers Cable,Moncton,CA,46.0967,-64.7087
66.136.147.169,AT&T Internet Services,,US,37.751,-97.822
186.3.35.234,Telconet S.A,Quito,EC,-0.2167,-78.5
77.230.65.159,Vodafone Spain,Cordova,ES,37.8916,-4.7727
73.29.76.7,Comcast Cable,Toms River,US,39.9769,-74.2557
188.77.141.88,Jazz Telecom S.A.,Valencia,ES,39.4698,-0.3774
87.83.215.2,Easynet Global Services Limited,London,GB,51.5144,-0.0941
31.59.116.133,Aria Shatel Company,,IR,35.6961,51.4231
65.26.29.26,Time Warner Cable,Overland Park,US,38.9822,-94.6708
24.230.220.89,Cogeco Cable Holdings,Drummondville,CA,45.903,-72.5361
23.20.8.61,Amazon.com,Ashburn,US,39.018,-77.539
203.32.119.2,Australian Academic and Reasearch Network (AARNet),Hornsby,AU,-33.7,151.1
85.244.25.71,Meo - Servicos De Comunicacoes E Multimedia S.A.,Seixal,PT,38.6401,-9.1014
142.32.208.227,Province of British Columbia,Victoria,CA,48.4777,-123.3658
198.238.208.67,Department of Information Services,Olympia,US,46.9778,-122.8716
169.139.240.20,Broward County Public Schools,Bushnell,US,28.6833,-82.1646
84.117.17.29,UPC Romania SRL,Bucharest,RO,44.4186,26.0622
107.196.22.34,AT&T U-verse,Greensboro,US,36.1824,-79.8067
146.166.251.34,State of Wyoming Department A&I,Cheyenne,US,41.3274,-104.6664
50.205.221.193,Comcast Cable,Mount Ephraim,US,39.8865,-75.0941
46.109.113.180,SIA Lattelecom,Riga,LV,56.95,24.1
212.142.175.45,Euskaltel S.A.,Bilbao,ES,43.2627,-2.9253
58.2.236.197,Gecis- Global Business Organisation,Gurgaon,IN,28.4667,77.0333
208.96.99.76,EastLink,Timmins,CA,48.4669,-81.3331
162.95.216.223,Anthem Blue Cross Blue Shield,,US,38.6582,-77.2497
167.128.92.150,LS Networks,Albany,US,44.6364,-123.0065
120.52.73.18,China Unicom Cloud Data Company Limited,Beijing,CN,39.9289,116.3883
71.170.100.230,Verizon Fios,Plano,US,33.0198,-96.6989
74.78.189.242,Time Warner Cable,Lewiston,US,44.0845,-70.1696
71.182.232.172,Verizon Fios,Pittsburgh,US,40.4836,-79.7464
81.218.251.249,Bezeq International,Tel Aviv,IL,32.0667,34.7667
221.178.182.72,China Mobile Guangdong,Wuxi,CN,31.5689,120.2886
24.104.152.140,Comcast Telecommunications,Moorestown Township,US,39.9757,-74.9439
86.43.203.36,Eircom,Kilkenny,IE,52.6542,-7.2522
108.253.124.88,AT&T U-verse,Ballwin,US,38.5647,-90.5357
27.111.71.92,Local non-transit,,AU,-33.8615,151.2055
27.111.71.91,Local non-transit,,AU,-33.8615,151.2055
27.111.71.90,Local non-transit,,AU,-33.8615,151.2055
40.132.5.26,Windstream Communications,Braselton,US,34.1366,-83.7837
27.111.71.96,Local non-transit,,AU,-33.8615,151.2055
77.86.29.82,Kcom,North Ferriby,GB,53.7167,-0.5
69.126.162.224,Optimum Online,North Brunswick,US,40.436,-74.485
101.98.150.154,CallPlus Services Limited,,NZ,-41,174
12.167.80.140,AT&T Services,Miami,US,25.7267,-80.2358
108.87.187.30,AT&T U-verse,Miami,US,25.6032,-80.3347
72.38.53.207,Cogeco Cable,Brockville,CA,44.6573,-75.7146
91.105.65.165,SIA Lattelecom,Riga,LV,56.95,24.1
204.98.2.41,CenturyLink,Hudson,US,40.0366,-104.5874
173.242.210.44,Navigue.com,Caplan,CA,48.0399,-65.6618
173.55.147.236,Verizon Fios,Baldwin Park,US,34.0964,-117.9668
24.50.207.54,Liberty Cablevision of Puerto Rico,Vega Alta,PR,18.4081,-66.3385
216.226.127.120,Monroe #1 BOCES,Penfield,US,43.1473,-77.4427
217.44.126.212,BT,Castle Cary,GB,51.09,-2.5142
67.127.41.1,AT&T Internet Services,Calabasas,US,34.1182,-118.6739
74.83.232.69,Fuse Internet Access,Florence,US,39.0023,-84.6569
109.241.62.29,Vectra Broadband,Lask,PL,51.5833,19.1333
82.137.248.5,Syrian Telecom,,SY,35,38
108.228.204.104,AT&T U-verse,Miami,US,25.7267,-80.2358
83.70.37.94,Eircom,,IE,53.3478,-6.2597
99.104.187.246,AT&T U-verse,Stockbridge,US,33.5547,-84.1872
68.132.51.248,UUNET Technologies,Huntington Station,US,40.8152,-73.3624
118.201.33.148,SingNet Pte Ltd,Singapore,SG,1.2931,103.8558
188.107.195.236,Vodafone DSL,Dreieich,DE,50.0176,8.7049
67.114.8.186,AT&T Internet Services,Fresno,US,36.7967,-119.9295
209.191.206.48,Paul Bunyan Communications,Bemidji,US,47.4736,-94.8803
59.167.94.57,iiNet Limited,Hindmarsh,AU,-34.9014,138.575
119.161.155.68,Beijing hsoft technologies inc,Beijing,CN,39.9289,116.3883
59.101.67.15,AAPT Limited,,AU,-27,133
24.6.153.248,Comcast Cable,San Francisco,US,37.7217,-122.4444
153.107.192.203,NSW Department of Education,Croydon,AU,-33.8833,151.1167
153.107.192.204,NSW Department of Education,Croydon,AU,-33.8833,151.1167
153.107.192.205,NSW Department of Education,Croydon,AU,-33.8833,151.1167
153.107.192.206,NSW Department of Education,Croydon,AU,-33.8833,151.1167
153.107.192.207,NSW Department of Education,Croydon,AU,-33.8833,151.1167
153.107.192.208,NSW Department of Education,Croydon,AU,-33.8833,151.1167
64.114.255.126,Telus Communications,Vancouver,CA,49.25,-123.1333
207.161.196.72,MTS Allstream,Winnipeg,CA,49.8625,-97.1665
216.161.176.121,CenturyLink,Gilbert,US,33.303,-111.764
216.161.176.120,CenturyLink,Gilbert,US,33.303,-111.764
97.84.39.242,Charter Communications,St Louis,US,38.5899,-90.3469
193.12.178.243,TELE2,Veberod,SE,55.6333,13.4833
129.33.1.37,IBM Corporation,Hinesburg,US,44.3175,-73.0909
208.187.127.195,Integra Telecom,Bothell,US,47.8435,-122.1957
78.175.62.41,Turk Telekom,Izmir,TR,38.4067,27.14
203.195.199.233,Shenzhen Tencent Computer Systems Company Limited,Beijing,CN,39.9289,116.3883
71.211.143.215,CenturyLink,Loveland,US,40.3532,-105.1316
41.200.104.212,Telecom Algeria,,DZ,28,3
66.25.216.251,Time Warner Cable,Irving,US,32.85,-96.9613
72.253.70.250,Hawaiian Telcom,Honolulu,US,21.3629,-157.8727
146.52.112.227,Vodafone Kabel Deutschland,Schweich,DE,49.8167,6.75
95.89.26.55,Vodafone Kabel Deutschland,Worms,DE,49.6326,8.3619
66.195.91.179,tw telecom holdings,Littleton,US,39.5419,-104.9213
93.114.114.8,Digital Cable Systems SA,Moreni,RO,44.983,25.6441
37.194.21.142,Novotelecom,Novosibirsk,RU,55.0411,82.9344
216.11.106.10,Oakland Schools,Oxford,US,42.8534,-83.2956
180.17.48.177,Open Computer Network,Kiyosu,JP,35.2167,136.8333
66.186.99.58,Clearwave Communications,Carterville,US,37.7861,-89.0776
115.25.86.2,China Education and Research Network Center,Beijing,CN,39.9289,116.3883
14.198.223.178,Hong Kong Broadband Network,Central District,HK,22.2833,114.15
137.183.232.27,The Procter and Gamble Company,Cincinnati,US,39.162,-84.4569
136.8.2.68,Ford Motor Company,,,35,105
24.90.176.241,Time Warner Cable,Flushing,US,40.7506,-73.8204
50.205.134.10,Comcast Cable,Rochester,US,39.7145,-89.4986
80.249.75.67,Telecom Algeria,,DZ,28,3
208.123.157.111,Secom,La Junta,US,37.8463,-103.5836
195.5.245.50,Nerim SAS,Domont,FR,49.0278,2.3264
50.131.0.31,Comcast Cable,Dublin,US,37.7186,-121.9164
72.78.141.248,Verizon Fios,Philadelphia,US,40.0375,-75.1454
166.109.0.79,BOCES Southern Westchester Lower Hudson Regional I,Ossining,US,41.1879,-73.8315
202.27.247.12,KC Computer Service,Ruatoria,NZ,-37.8833,178.3333
86.134.15.70,BT,London,GB,51.4439,-0.1854
73.140.93.235,Comcast Cable,Kirkland,US,47.6815,-122.2087
137.186.231.239,Telus Communications,Edmonton,CA,53.6313,-113.5245
109.174.157.238,Easynet Limited,London,GB,51.5144,-0.0941
95.40.144.33,Polkomtel Sp. z o.o.,,PL,52.2333,21.0167
146.166.227.11,State of Wyoming Department A&I,Cheyenne,US,41.3274,-104.6664
209.184.141.61,AT&T Internet Services,Round Rock,US,30.5321,-97.7286
88.246.107.132,Turk Telekom,Izmir,TR,38.4067,27.14
24.99.189.62,Comcast Cable,Grayson,US,33.8903,-83.9568
80.56.47.51,Chello,Nijmegen,NL,51.8425,5.8528
85.192.82.97,Centre de Telecomuncaciones i Tecnologies de la In,Sabadell,ES,41.5433,2.1094
96.43.244.95,All West Communications,Evanston,US,41.2355,-110.8313
72.74.55.203,Verizon Fios,Plymouth,US,41.8734,-70.6394
92.153.9.210,Orange,Marseille,FR,43.2854,5.3761
92.23.155.46,TalkTalk,Preston,GB,53.7582,-2.7229
201.241.121.129,VTR Banda Ancha S.A.,Temuco,CL,-38.7333,-72.6
138.253.188.249,Jisc Services Limited,Liverpool,GB,53.4106,-2.9779
117.177.250.149,China Mobile Guangdong,,CN,35,105
50.17.86.151,Amazon.com,Ashburn,US,39.018,-77.539
31.61.138.139,Orange Polska,,PL,52.2333,21.0167
209.68.132.10,Santa Clara County Office of Education,Santa Clara,US,37.3501,-121.9854
187.139.181.208,Telmex,Zapopan,MX,20.7167,-103.4
130.156.30.2,NJEDge.Net,Linden,US,40.6247,-74.2494
71.225.123.61,Comcast Cable,West Chester,US,39.9893,-75.612
193.54.196.250,Commissariat a l'Energie Atomique,Reims,FR,49.25,4.0333
80.2.40.77,Virgin Media,Sale,GB,53.4252,-2.3244
98.247.53.76,Comcast Cable,Federal Way,US,47.3037,-122.3744
103.44.156.70,Kavish online services private limited,,IN,20,77
189.231.23.157,Telmex,Chihuahua City,MX,28.6333,-106.0833
72.240.216.168,Buckeye Cablevision,Sandusky,US,41.4016,-82.731
24.181.237.64,Charter Communications,Pepperell,US,42.6655,-71.5952
70.20.17.108,Verizon Fios,Leominster,US,42.5244,-71.7657
69.119.116.232,Optimum Online,Monsey,US,41.1181,-74.0833
76.121.120.29,Comcast Cable,Bellingham,US,48.7395,-122.4809
216.160.214.5,CenturyLink,Goodyear,US,33.3776,-112.3874
204.108.107.129,Los Angeles Unified School District,Los Angeles,US,33.9529,-118.3093
72.71.225.154,Fairpoint Communications,Merrimack,US,42.8502,-71.5155
92.98.170.220,Emirates,Dubai,AE,25.2582,55.3047
86.49.37.94,"UPC Ceska Republica, s.r.o.",Jirkov,CZ,50.5,13.45
24.251.170.150,Cox Communications,Scottsdale,US,33.5312,-111.8914
122.178.242.95,Airtel Broadband,Bengaluru,IN,12.9833,77.5833
83.250.174.21,Com Hem AB,VÃ¤sterÃ¥s,SE,59.6162,16.5528
128.211.189.92,Purdue University,West Lafayette,US,40.4259,-86.9081
94.101.160.5,Essex County Council,Colchester,GB,51.8892,0.9042
212.225.209.245,Procono S.A.,Seville,ES,37.3824,-5.9761
201.141.220.234,"CablevisiÃ³n, S.A. de C.V.",Mexico City,MX,19.4342,-99.1386
131.225.23.168,Fermi National Accelerator Laboratory (Fermilab),Batavia,US,41.8392,-88.3612
68.71.6.130,Niagara Regional Broadband Networks Limited,Thorold,CA,43.1142,-79.2035
54.242.26.96,Amazon Technologies,Ashburn,US,39.018,-77.539
2.217.24.113,Sky Broadband,Manchester,GB,53.5,-2.2167
46.143.201.53,"Mihan Communication Systems Co.,ltd",,IR,36.2797,50.0049
94.40.14.130,TK Telekom sp. z o.o.,GdaÅsk,PL,54.3608,18.6583
67.237.172.145,CenturyLink,Charlottesville,US,38.098,-78.3966
151.188.105.205,Fairfax County Public Schools,Herndon,US,38.9266,-77.3936
204.108.96.95,Los Angeles Unified School District,Los Angeles,US,34.1339,-118.2052
